game_id,start_date,home_team,away_team,neutral_site,conference_game,home_power_rating,away_power_rating,home_sp_rating,home_sp_offense,home_sp_defense,away_sp_rating,away_sp_offense,away_sp_defense,home_talent,away_talent,power_diff,sp_diff,talent_diff,home_sp_missing,away_sp_missing,home_talent_missing,away_talent_missing,predicted_margin,predicted_total,predicted_home_score,predicted_away_score,home_win_prob,vegas_spread,vegas_over_under,vegas_num_books,vegas_implied_margin,model_edge_vs_vegas,actual_home_points,actual_away_points,actual_margin,actual_total,actual_home_win,margin_error,abs_margin_error,home_score_error,away_score_error,win_correct
401856672,2026-09-12 21:30:00+00:00,Florida,Campbell,0,0,60.0,0.0,18.6,33.5,15.5,,,,891.07,,60.0,,,0,1,0,1,39.0,54.5,47.0,8.0,0.978,-49.5,65.5,1.0,49.5,-10.5,52.0,3.0,49.0,55.0,1,-10.0,10.0,-5.0,5.0,1
401866418,2026-09-12 22:00:00+00:00,Ohio,Jacksonville State,0,0,-19.0,2.799999999999997,-16.4,13.2,29.0,-7.0,24.9,31.3,522.84,602.83,-21.8,-9.4,-79.99000000000001,0,0,0,0,-10.9,48.1,19.0,30.0,0.232,-2.5,50.5,2.0,2.5,-13.4,29.0,27.0,2.0,56.0,1,-12.9,12.9,-10.0,3.0,0
401860881,2026-09-12 22:00:00+00:00,Boise State,Memphis,0,0,39.0,152.8,5.2,29.5,24.1,2.1,30.4,28.8,641.17,670.31,-113.8,3.1,-29.139999999999983,0,0,0,0,7.0,54.8,31.0,24.0,0.77,-9.0,54.75,2.0,9.0,-2.0,38.0,20.0,18.0,58.0,1,-11.0,11.0,-7.0,4.0,1
401866414,2026-09-12 22:00:00+00:00,Florida International,Buffalo,0,0,-57.2,50.0,-13.5,20.2,33.4,-11.6,15.5,27.7,607.56,549.31,-107.2,-1.9000000000000004,58.25,0,0,0,0,3.5,45.2,24.0,21.0,0.573,-10.25,47.5,2.0,10.25,-6.8,33.0,20.0,13.0,53.0,1,-9.5,9.5,-9.0,1.0,1
401868187,2026-09-12 22:00:00+00:00,Liberty,Gardner-Webb,0,0,-37.2,0.0,-7.2,24.0,31.0,,,,633.35,,-37.2,,,0,1,0,1,21.5,51.2,36.0,15.0,0.943,-26.5,55.5,1.0,26.5,-5.0,24.0,23.0,1.0,47.0,1,20.5,20.5,12.0,-8.0,1
401866421,2026-09-12 22:30:00+00:00,Western Michigan,Monmouth,0,0,11.0,0.0,-4.2,19.4,23.2,,,,572.2,,11.0,,,0,1,0,1,29.0,46.7,38.0,9.0,0.966,-25.5,52.5,1.0,25.5,3.5,49.0,14.0,35.0,63.0,1,-6.0,6.0,-11.0,-5.0,1
401856787,2026-09-12 23:00:00+00:00,Houston,Southern,0,0,60.0,0.0,6.5,30.7,23.9,,,,695.93,,60.0,,,0,1,0,1,35.8,56.8,46.0,10.0,0.967,-51.5,60.5,1.0,51.5,-15.7,77.0,6.0,71.0,83.0,1,-35.2,35.2,-31.0,4.0,1
401860882,2026-09-12 23:00:00+00:00,Colorado State,Southern Utah,0,0,60.0,0.0,-7.5,19.2,26.6,,,,640.31,,60.0,,,0,1,0,1,23.8,47.0,35.0,12.0,0.918,-20.5,56.5,1.0,20.5,3.3,58.0,24.0,34.0,82.0,1,-10.2,10.2,-23.0,-12.0,1
401868241,2026-09-12 23:00:00+00:00,Arkansas State,West Georgia,0,0,-57.2,-97.0,-15.1,21.3,36.5,,,,606.22,,39.8,,,0,1,0,1,22.2,57.1,40.0,17.0,0.883,,,,,,52.0,7.0,45.0,59.0,1,-22.8,22.8,-12.0,10.0,1
401871046,2026-09-12 23:00:00+00:00,Missouri State,Lindenwood,0,0,17.0,0.0,-24.3,13.6,37.4,,,,549.92,,17.0,,,0,1,0,1,11.5,51.6,32.0,20.0,0.765,-19.5,52.5,1.0,19.5,-8.0,48.0,14.0,34.0,62.0,1,-22.5,22.5,-16.0,6.0,1
