game_id,season,week,season_type,start_date,home_team,away_team,home_points,away_points,neutral_site,conference_game,sample_weight,home_power_rating,away_power_rating,home_sp_rating,home_sp_offense,home_sp_defense,away_sp_rating,away_sp_offense,away_sp_defense,home_talent,away_talent,margin,total_points,home_win,vegas_spread,vegas_over_under,vegas_num_books
401426532,2022,1,regular,2022-08-27 16:00:00+00:00,Western Kentucky,Austin Peay,38,27,False,False,0.421875,0.0,0.0,1.7,31.3,30.1,,,,495.64,121.11,11,65,1,-32.5,72.0,1.0
401405059,2022,1,regular,2022-08-27 16:30:00+00:00,Northwestern,Nebraska,31,28,True,True,0.421875,0.0,0.0,-13.4,17.0,28.6,-1.2,25.5,25.6,653.48,752.12,3,59,1,12.5,52.0,1.0
401413256,2022,1,regular,2022-08-27 19:30:00+00:00,UNLV,Idaho State,52,21,False,False,0.421875,0.0,0.0,-11.9,20.8,34.1,,,,368.29,37.08,31,73,1,-22.5,51.0,1.0
401404146,2022,1,regular,2022-08-27 20:00:00+00:00,Utah State,UConn,31,20,False,False,0.421875,0.0,0.0,-13.3,25.4,38.5,-14.6,14.2,27.9,371.37,239.17,11,51,1,-24.0,59.5,1.0
401405058,2022,1,regular,2022-08-27 20:00:00+00:00,Illinois,Wyoming,38,6,False,False,0.421875,0.0,0.0,15.9,20.6,5.5,-10.8,14.9,26.2,631.46,292.03,32,44,1,-14.0,42.5,1.0
401411090,2022,1,regular,2022-08-27 21:00:00+00:00,Florida State,Duquesne,47,7,False,False,0.421875,0.0,0.0,13.2,34.8,20.4,,,,780.76,94.04,40,54,1,-42.0,57.0,1.0
401426530,2022,1,regular,2022-08-27 23:00:00+00:00,Florida Atlantic,Charlotte,43,13,False,True,0.421875,0.0,0.0,-7.1,24.4,30.4,-16.4,24.0,39.2,550.51,487.24,30,56,1,-7.0,60.0,1.0
401411091,2022,1,regular,2022-08-28 00:15:00+00:00,North Carolina,Florida A&M,56,24,False,False,0.421875,0.0,0.0,7.8,41.7,35.0,,,,812.94,223.82,32,80,1,-45.5,56.5,1.0
401426531,2022,1,regular,2022-08-28 01:00:00+00:00,UTEP,North Texas,13,31,False,True,0.421875,0.0,0.0,-10.7,20.8,32.7,-1.5,31.3,34.1,289.39,504.97,-18,44,0,1.5,52.5,1.0
401409235,2022,1,regular,2022-08-28 02:00:00+00:00,New Mexico State,Nevada,12,23,False,False,0.421875,0.0,0.0,-15.4,12.0,26.0,-22.4,15.9,37.8,189.37,416.44,-11,35,0,7.0,48.0,1.0
401403853,2022,1,regular,2022-08-28 02:30:00+00:00,Hawai'i,Vanderbilt,10,63,False,False,0.421875,0.0,0.0,-24.7,15.8,39.4,-4.7,29.9,33.4,419.54,629.76,-53,73,0,9.0,54.5,1.0
401416568,2022,1,regular,2022-09-01 22:00:00+00:00,Akron,Saint Francis,30,23,False,False,0.421875,0.0,0.0,-23.4,16.7,38.5,,,,456.15,16.89,7,53,1,,,
401415610,2022,1,regular,2022-09-01 23:00:00+00:00,UCF,South Carolina State,56,10,False,False,0.421875,0.0,0.0,10.3,31.1,20.3,,,,636.16,35.03,46,66,1,-43.5,58.0,1.0
401403864,2022,1,regular,2022-09-01 23:00:00+00:00,Tennessee,Ball State,59,10,False,False,0.421875,0.0,0.0,25.2,47.3,22.6,-14.9,16.0,30.1,764.8,345.29,49,69,1,-35.5,66.5,1.0
401426533,2022,1,regular,2022-09-01 23:00:00+00:00,Florida International,Bryant,38,37,False,False,0.421875,0.0,0.0,-25.5,18.4,42.3,,,,459.71,14.59,1,75,1,-10.5,58.5,1.0
401411092,2022,1,regular,2022-09-01 23:00:00+00:00,Pittsburgh,West Virginia,38,31,False,False,0.421875,0.0,0.0,8.6,32.8,24.7,2.4,36.3,34.5,654.56,662.57,7,69,1,-7.5,51.0,1.0
401416569,2022,1,regular,2022-09-01 23:00:00+00:00,Oklahoma State,Central Michigan,58,44,False,False,0.421875,0.0,0.0,11.3,37.6,27.9,-14.0,19.0,32.2,670.53,384.48,14,102,1,-20.5,58.0,1.0
401441990,2022,1,regular,2022-09-01 23:00:00+00:00,Toledo,Long Island University,37,0,False,False,0.421875,0.0,0.0,-3.7,25.7,27.9,,,,498.98,,37,37,1,-47.5,57.0,1.0
401411093,2022,1,regular,2022-09-01 23:30:00+00:00,Wake Forest,VMI,44,10,False,False,0.421875,0.0,0.0,8.2,43.3,35.2,,,,575.42,,34,54,1,-33.5,66.5,1.0
401426534,2022,1,regular,2022-09-02 00:00:00+00:00,UAB,Alabama A&M,59,0,False,False,0.421875,0.0,0.0,-0.5,25.7,25.3,,,,443.8,293.63,59,59,1,-40.5,60.5,1.0
401405064,2022,1,regular,2022-09-02 00:00:00+00:00,Purdue,Penn State,31,35,False,True,0.421875,0.0,0.0,7.7,31.6,22.4,22.4,36.6,13.9,646.08,830.44,-4,66,0,3.5,53.5,1.0
401426537,2022,1,regular,2022-09-02 00:00:00+00:00,Missouri,Louisiana Tech,52,24,False,False,0.421875,0.0,0.0,8.1,26.0,18.3,-17.8,29.6,47.0,715.36,473.76,28,76,1,-20.5,62.5,1.0
401416592,2022,1,regular,2022-09-02 00:00:00+00:00,Northern Illinois,Eastern Illinois,34,27,False,False,0.421875,0.0,0.0,-18.8,25.3,43.1,,,,409.86,55.8,7,61,1,-35.0,55.5,1.0
401405060,2022,1,regular,2022-09-02 01:00:00+00:00,Minnesota,New Mexico State,38,0,False,False,0.421875,0.0,-105.0,16.0,23.5,8.6,-15.4,12.0,26.0,649.43,189.37,38,38,1,-36.0,52.5,1.0
401403965,2022,1,regular,2022-09-02 02:00:00+00:00,Arizona State,Northern Arizona,40,3,False,False,0.421875,0.0,0.0,-4.1,30.5,35.7,,,,670.18,47.14,37,43,1,-25.5,52.5,1.0
401415213,2022,1,regular,2022-09-02 02:30:00+00:00,San José State,Portland State,21,17,False,False,0.421875,0.0,0.0,-4.3,19.1,21.6,,,,417.95,110.5,4,38,1,-22.0,51.0,1.0
401413224,2022,1,regular,2022-09-02 02:30:00+00:00,Fresno State,Cal Poly,35,7,False,False,0.421875,0.0,0.0,3.3,27.1,24.4,,,,502.26,55.91,28,42,1,-42.5,63.0,1.0
401426535,2022,1,regular,2022-09-02 23:00:00+00:00,Charlotte,William & Mary,24,41,False,False,0.421875,-97.0,0.0,-16.4,24.0,39.2,,,,487.24,10.64,-17,65,0,-4.5,52.0,1.0
401416591,2022,1,regular,2022-09-02 23:00:00+00:00,Michigan State,Western Michigan,35,13,False,False,0.421875,0.0,0.0,1.2,31.9,29.7,-17.3,11.2,27.3,693.91,449.89,22,48,1,-21.5,54.5,1.0
401426330,2022,1,regular,2022-09-02 23:00:00+00:00,Old Dominion,Virginia Tech,20,17,False,False,0.421875,0.0,0.0,-13.0,16.9,29.3,-9.5,13.5,22.8,438.06,640.85,3,37,1,6.0,48.5,1.0
401416590,2022,1,regular,2022-09-02 23:00:00+00:00,Eastern Michigan,Eastern Kentucky,42,34,False,False,0.421875,0.0,0.0,-7.1,24.0,32.4,,,,404.1,224.82,8,76,1,-10.5,57.5,1.0
401411094,2022,1,regular,2022-09-02 23:30:00+00:00,Duke,Temple,30,0,False,False,0.421875,0.0,0.0,5.0,29.4,24.7,-12.9,16.3,28.6,603.98,505.48,30,30,1,-9.5,51.5,1.0
401405061,2022,1,regular,2022-09-03 00:00:00+00:00,Indiana,Illinois,23,20,False,True,0.421875,0.0,60.0,-7.1,29.9,36.6,15.9,20.6,5.5,680.74,631.46,3,43,1,-1.0,47.5,1.0
401404052,2022,1,regular,2022-09-03 00:00:00+00:00,Kansas,Tennessee Tech,56,10,False,False,0.421875,0.0,0.0,2.9,40.6,36.0,,,,574.29,43.6,46,66,1,-30.5,62.0,1.0
401403966,2022,1,regular,2022-09-03 02:00:00+00:00,Colorado,TCU,13,38,False,False,0.421875,0.0,0.0,-20.4,24.0,45.0,24.3,43.3,20.2,616.28,712.05,-25,51,0,13.5,59.5,1.0
401411096,2022,1,regular,2022-09-03 16:00:00+00:00,East Carolina,NC State,20,21,False,False,0.421875,0.0,0.0,1.1,31.5,28.7,6.8,20.4,15.3,494.82,686.19,-1,41,0,12.5,51.5,1.0
401415611,2022,1,regular,2022-09-03 16:00:00+00:00,Navy,Delaware,7,14,False,False,0.421875,0.0,0.0,-7.2,18.2,24.4,,,,0.0,39.14,-7,21,0,-13.0,48.5,1.0
401405067,2022,1,regular,2022-09-03 16:00:00+00:00,Michigan,Colorado State,51,7,False,False,0.421875,0.0,0.0,32.0,38.0,7.6,-22.2,7.8,29.0,847.24,431.38,44,58,1,-31.0,60.5,1.0
401403865,2022,1,regular,2022-09-03 16:00:00+00:00,Texas A&M,Sam Houston,31,0,False,False,0.421875,0.0,0.0,9.1,25.4,16.6,,,,947.3,200.06,31,31,1,-36.5,54.0,1.0
401405062,2022,1,regular,2022-09-03 16:00:00+00:00,Iowa,South Dakota State,7,3,False,False,0.421875,0.0,0.0,12.7,16.0,5.1,,,,681.98,5.97,4,10,1,-10.5,42.0,1.0
401404147,2022,1,regular,2022-09-03 16:00:00+00:00,UConn,Central Connecticut,28,3,False,False,0.421875,-97.0,0.0,-14.6,14.2,27.9,,,,239.17,11.33,25,31,1,-20.5,51.5,1.0
401411095,2022,1,regular,2022-09-03 16:00:00+00:00,App State,North Carolina,61,63,False,False,0.421875,0.0,60.0,1.7,32.9,29.8,7.8,41.7,35.0,456.66,812.94,-2,124,0,-3.0,56.5,1.0
401405066,2022,1,regular,2022-09-03 16:00:00+00:00,Maryland,Buffalo,31,10,False,False,0.421875,0.0,0.0,11.2,33.8,24.2,-9.2,25.0,35.0,680.22,370.96,21,41,1,-24.0,65.5,1.0
401405069,2022,1,regular,2022-09-03 16:00:00+00:00,Boston College,Rutgers,21,22,False,False,0.421875,0.0,0.0,-14.9,20.4,33.8,-9.1,16.4,25.2,664.63,631.47,-1,43,0,-9.0,47.5,1.0
401411100,2022,1,regular,2022-09-03 16:30:00+00:00,Virginia,Richmond,34,17,False,False,0.421875,0.0,0.0,-9.0,16.2,24.4,,,,625.94,55.5,17,51,1,-21.5,60.5,1.0
401415209,2022,1,regular,2022-09-03 17:00:00+00:00,Air Force,Northern Iowa,48,17,False,False,0.421875,0.0,0.0,3.9,16.3,12.3,,,,0.0,185.49,31,65,1,-14.5,46.5,1.0
401404057,2022,1,regular,2022-09-03 18:00:00+00:00,Iowa State,Southeast Missouri State,42,10,False,False,0.421875,0.0,0.0,5.3,17.7,10.6,,,,590.43,26.12,32,52,1,-33.5,54.5,1.0
401403971,2022,1,regular,2022-09-03 18:30:00+00:00,UCLA,Bowling Green,45,17,False,False,0.421875,0.0,0.0,15.0,45.7,30.1,-18.1,23.8,40.6,733.3,415.08,28,62,1,-24.0,56.5,1.0
401403858,2022,1,regular,2022-09-03 19:30:00+00:00,Georgia,Oregon,49,3,True,False,0.421875,0.0,0.0,35.3,37.2,3.7,18.9,44.9,26.5,989.76,877.93,46,52,1,-16.0,54.5,1.0
401403967,2022,1,regular,2022-09-03 19:30:00+00:00,San Diego State,Arizona,20,38,False,False,0.421875,0.0,0.0,-4.4,15.1,21.1,-3.2,37.6,41.1,372.29,652.06,-18,58,0,-6.5,46.5,1.0
401411097,2022,1,regular,2022-09-03 19:30:00+00:00,Miami,Bethune-Cookman,70,13,False,False,0.421875,0.0,0.0,-2.7,24.4,28.9,,,,854.72,205.68,57,83,1,-49.5,60.5,1.0
401415015,2022,1,regular,2022-09-03 19:30:00+00:00,Marshall,Norfolk State,55,3,False,False,0.421875,0.0,0.0,3.0,15.7,11.4,,,,455.3,61.79,52,58,1,-40.5,59.0,1.0
401415211,2022,1,regular,2022-09-03 19:30:00+00:00,Wyoming,Tulsa,40,37,False,False,0.421875,-19.0,0.0,-10.8,14.9,26.2,-6.1,32.7,38.5,292.03,485.87,3,77,1,6.5,46.0,1.0
401426541,2022,1,regular,2022-09-03 19:30:00+00:00,Oklahoma,UTEP,45,13,False,False,0.421875,0.0,-70.0,15.4,40.8,26.5,-10.7,20.8,32.7,870.34,289.39,32,58,1,-31.0,58.0,1.0
401426542,2022,1,regular,2022-09-03 19:30:00+00:00,UTSA,Houston,35,37,False,False,0.421875,0.0,0.0,7.2,39.3,32.6,4.5,42.5,37.7,515.76,629.12,-2,72,0,3.5,62.0,1.0
401403855,2022,1,regular,2022-09-03 19:30:00+00:00,Arkansas,Cincinnati,31,24,False,False,0.421875,0.0,0.0,12.0,38.3,26.3,13.1,27.6,16.1,741.06,650.89,7,55,1,-6.5,54.5,1.0
401405063,2022,1,regular,2022-09-03 19:30:00+00:00,Nebraska,North Dakota,38,17,False,False,0.421875,-75.0,0.0,-1.2,25.5,25.6,,,,752.12,,21,55,1,-28.5,62.5,1.0
401403860,2022,1,regular,2022-09-03 20:00:00+00:00,Ole Miss,Troy,28,10,False,False,0.421875,0.0,0.0,16.2,38.8,23.7,8.1,17.7,11.2,757.39,464.3,18,38,1,-21.5,57.0,1.0
401403968,2022,1,regular,2022-09-03 20:00:00+00:00,California,UC Davis,34,13,False,False,0.421875,0.0,0.0,-3.0,23.2,25.9,,,,653.31,103.7,21,47,1,-14.0,44.0,1.0
401415612,2022,1,regular,2022-09-03 20:00:00+00:00,South Florida,BYU,21,50,False,False,0.421875,0.0,0.0,-17.0,34.1,50.3,-1.4,34.3,34.8,574.32,415.19,-29,71,0,11.5,58.5,1.0
401421116,2022,1,regular,2022-09-03 21:00:00+00:00,South Alabama,Nicholls,48,7,False,False,0.421875,0.0,0.0,10.8,26.8,17.4,,,,466.34,100.39,41,55,1,-13.5,53.0,1.0
401415212,2022,1,regular,2022-09-03 21:30:00+00:00,Nevada,Texas State,38,14,False,False,0.421875,68.0,0.0,-22.4,15.9,37.8,-11.5,17.4,29.5,416.44,464.66,24,52,1,2.0,51.5,1.0
401426540,2022,1,regular,2022-09-03 22:00:00+00:00,USC,Rice,66,14,False,False,0.421875,0.0,0.0,18.9,46.6,26.3,-15.2,23.1,36.9,860.12,441.93,52,80,1,-32.5,61.5,1.0
401420777,2022,1,regular,2022-09-03 22:00:00+00:00,Georgia Southern,Morgan State,59,7,False,False,0.421875,0.0,0.0,-6.4,34.3,40.3,,,,414.14,28.0,52,66,1,-39.5,53.5,1.0
401426536,2022,1,regular,2022-09-03 22:00:00+00:00,Ohio,Florida Atlantic,41,38,False,False,0.421875,0.0,60.0,-4.6,31.6,35.2,-7.1,24.4,30.4,365.74,550.51,3,79,1,6.0,51.0,1.0
401426538,2022,1,regular,2022-09-03 22:00:00+00:00,James Madison,Middle Tennessee,44,7,False,False,0.421875,0.0,0.0,6.5,31.3,23.6,-6.9,25.6,33.3,104.24,425.43,37,51,1,-4.5,60.5,1.0
401424416,2022,1,regular,2022-09-03 23:00:00+00:00,Baylor,UAlbany,69,10,False,False,0.421875,0.0,0.0,11.7,37.6,26.1,,,,666.05,92.55,59,79,1,-42.5,46.5,1.0
401425418,2022,1,regular,2022-09-03 23:00:00+00:00,Arkansas State,Grambling,58,3,False,False,0.421875,0.0,0.0,-13.0,23.7,38.5,,,,471.65,221.26,55,61,1,-25.5,57.5,1.0
401403857,2022,1,regular,2022-09-03 23:00:00+00:00,Florida,Utah,29,26,False,False,0.421875,0.0,0.0,10.4,39.6,29.5,19.2,37.3,17.3,856.95,705.12,3,55,1,2.5,51.5,1.0
401414778,2022,1,regular,2022-09-03 23:00:00+00:00,Tulane,Massachusetts,42,10,False,False,0.421875,0.0,0.0,12.4,32.0,19.7,-30.3,7.5,36.4,521.86,292.14,32,52,1,-28.5,58.5,1.0
401421121,2022,1,regular,2022-09-03 23:00:00+00:00,Louisiana,SE Louisiana,24,7,False,False,0.421875,0.0,0.0,2.0,21.7,20.3,,,,458.15,166.75,17,31,1,-13.5,61.0,1.0
401405065,2022,1,regular,2022-09-03 23:00:00+00:00,Wisconsin,Illinois State,38,0,False,False,0.421875,0.0,0.0,8.3,25.7,17.1,,,,744.44,92.75,38,38,1,-36.5,42.5,1.0
401403859,2022,1,regular,2022-09-03 23:00:00+00:00,Kentucky,Miami (OH),37,13,False,False,0.421875,0.0,0.0,13.0,23.2,9.9,-12.7,8.6,22.1,737.33,397.26,24,50,1,-15.0,55.0,1.0
401404134,2022,1,regular,2022-09-03 23:00:00+00:00,Coastal Carolina,Army,38,28,False,False,0.421875,0.0,0.0,0.6,32.7,30.6,-1.5,24.6,25.3,446.58,17.27,10,66,1,-1.5,54.0,1.0
401404157,2022,1,regular,2022-09-03 23:00:00+00:00,Southern Miss,Liberty,27,29,False,False,0.421875,0.0,0.0,-3.5,18.3,22.9,-1.5,24.1,25.4,478.97,161.88,-2,56,0,3.5,50.0,1.0
401403866,2022,1,regular,2022-09-03 23:00:00+00:00,Vanderbilt,Elon,42,31,False,False,0.421875,68.0,0.0,-4.7,29.9,33.4,,,,629.76,64.96,11,73,1,-18.5,51.5,1.0
401403856,2022,1,regular,2022-09-03 23:00:00+00:00,Auburn,Mercer,42,16,False,False,0.421875,0.0,0.0,5.1,32.6,27.9,,,,783.87,38.11,26,58,1,-30.0,51.5,1.0
401404056,2022,1,regular,2022-09-03 23:00:00+00:00,Kansas State,South Dakota,34,0,False,False,0.421875,0.0,0.0,21.4,36.4,15.7,,,,584.68,51.92,34,34,1,-27.0,50.5,1.0
401426539,2022,1,regular,2022-09-03 23:30:00+00:00,North Texas,SMU,10,48,False,False,0.421875,68.0,0.0,-1.5,31.3,34.1,4.7,42.0,38.1,504.97,598.49,-38,58,0,9.5,67.5,1.0
401404124,2022,1,regular,2022-09-03 23:30:00+00:00,Ohio State,Notre Dame,21,10,False,False,0.421875,0.0,0.0,31.1,45.1,15.7,10.3,30.5,21.4,983.14,866.48,11,31,1,-17.0,58.5,1.0
401403863,2022,1,regular,2022-09-03 23:30:00+00:00,South Carolina,Georgia State,35,14,False,False,0.421875,0.0,0.0,12.7,36.0,25.2,-3.3,33.7,38.3,762.63,471.84,21,49,1,-12.5,55.0,1.0
401403861,2022,1,regular,2022-09-03 23:30:00+00:00,Mississippi State,Memphis,49,23,False,False,0.421875,0.0,0.0,15.4,35.1,19.9,6.8,37.0,31.8,725.55,533.26,26,72,1,-17.0,58.0,1.0
401403854,2022,1,regular,2022-09-03 23:30:00+00:00,Alabama,Utah State,55,0,False,False,0.421875,0.0,60.0,30.3,42.9,14.2,-13.3,25.4,38.5,1016.79,371.37,55,55,1,-42.0,63.0,1.0
401404055,2022,1,regular,2022-09-04 00:00:00+00:00,Texas Tech,Murray State,63,10,False,False,0.421875,0.0,0.0,8.5,38.5,30.5,,,,660.31,56.27,53,73,1,-38.0,64.0,1.0
401411099,2022,1,regular,2022-09-04 00:00:00+00:00,Syracuse,Louisville,31,7,False,True,0.421875,0.0,0.0,2.5,27.4,24.7,9.0,27.0,19.1,590.36,625.42,24,38,1,6.0,55.0,1.0
401403970,2022,1,regular,2022-09-04 00:00:00+00:00,Stanford,Colgate,41,10,False,False,0.421875,0.0,0.0,-7.2,25.6,34.2,,,,757.81,14.43,31,51,1,-40.0,51.5,1.0
401415210,2022,1,regular,2022-09-04 00:00:00+00:00,New Mexico,Maine,41,0,False,False,0.421875,0.0,0.0,-26.9,6.0,31.9,,,,312.79,54.69,41,41,1,-6.0,42.5,1.0
401404059,2022,1,regular,2022-09-04 00:00:00+00:00,Texas,UL Monroe,52,10,False,False,0.421875,0.0,0.0,23.1,38.1,15.6,-15.7,23.2,39.0,887.45,348.53,42,62,1,-37.5,64.5,1.0
401403974,2022,1,regular,2022-09-04 01:30:00+00:00,Washington State,Idaho,24,17,False,False,0.421875,0.0,0.0,9.5,25.1,16.7,,,,570.94,82.22,7,41,1,-28.5,63.5,1.0
401403969,2022,1,regular,2022-09-04 02:30:00+00:00,Oregon State,Boise State,34,17,False,False,0.421875,0.0,0.0,14.3,33.3,17.7,5.7,24.1,18.5,635.88,533.92,17,51,1,-1.5,55.5,1.0
401403973,2022,1,regular,2022-09-04 02:30:00+00:00,Washington,Kent State,45,20,False,False,0.421875,0.0,0.0,15.7,41.2,25.5,-13.1,25.6,37.9,761.72,386.94,25,65,1,-23.5,61.5,1.0
401426543,2022,1,regular,2022-09-04 03:59:00+00:00,Hawai'i,Western Kentucky,17,49,False,False,0.421875,-70.0,60.0,-24.7,15.8,39.4,1.7,31.3,30.1,419.54,495.64,-32,66,0,16.5,67.5,1.0
401403867,2022,1,regular,2022-09-04 23:30:00+00:00,Florida State,LSU,24,23,True,False,0.421875,60.0,0.0,13.2,34.8,20.4,16.2,34.2,17.6,780.76,872.61,1,47,1,4.5,51.0,1.0
401411101,2022,1,regular,2022-09-06 00:00:00+00:00,Georgia Tech,Clemson,10,41,True,True,0.421875,0.0,0.0,-11.8,18.8,29.5,17.6,34.9,18.5,715.48,943.0,-31,51,0,24.5,51.5,1.0
401415613,2022,2,regular,2022-09-09 23:30:00+00:00,UCF,Louisville,14,20,False,False,0.421875,60.0,-57.2,10.3,31.1,20.3,9.0,27.0,19.1,636.16,625.42,-6,34,0,-5.5,62.5,1.0
401415214,2022,2,regular,2022-09-10 01:00:00+00:00,New Mexico,Boise State,14,31,False,True,0.421875,60.0,-19.0,-26.9,6.0,31.9,5.7,24.1,18.5,312.79,533.92,-17,45,0,17.0,43.5,1.0
401411103,2022,2,regular,2022-09-10 16:00:00+00:00,Georgia State,North Carolina,28,35,False,False,0.421875,-19.0,152.8,-3.3,33.7,38.3,7.8,41.7,35.0,471.84,812.94,-7,63,0,7.0,64.0,1.0
401426553,2022,2,regular,2022-09-10 16:00:00+00:00,Army,UTSA,38,41,False,False,0.421875,-57.2,-21.0,-1.5,24.6,25.3,7.2,39.3,32.6,17.27,515.76,-3,79,0,2.0,54.0,1.0
401405073,2022,2,regular,2022-09-10 16:00:00+00:00,Northwestern,Duke,23,31,False,False,0.421875,120.0,60.0,-13.4,17.0,28.6,5.0,29.4,24.7,653.48,603.98,-8,54,0,-10.0,56.0,1.0
401405080,2022,2,regular,2022-09-10 16:00:00+00:00,Penn State,Ohio,46,10,False,False,0.421875,92.80000000000001,50.0,22.4,36.6,13.9,-4.6,31.6,35.2,830.44,365.74,36,56,1,-28.0,54.5,1.0
401405079,2022,2,regular,2022-09-10 16:00:00+00:00,Ohio State,Arkansas State,45,12,False,False,0.421875,162.0,60.0,31.1,45.1,15.7,-13.0,23.7,38.5,983.14,471.65,33,57,1,-44.5,68.5,1.0
401403868,2022,2,regular,2022-09-10 16:00:00+00:00,Texas,Alabama,19,20,False,False,0.421875,60.0,60.0,23.1,38.1,15.6,30.3,42.9,14.2,887.45,1016.79,-1,39,0,21.0,63.5,1.0
401403869,2022,2,regular,2022-09-10 16:00:00+00:00,Arkansas,South Carolina,44,30,False,True,0.421875,106.0,96.0,12.0,38.3,26.3,12.7,36.0,25.2,741.06,762.63,14,74,1,-8.5,56.0,1.0
401403876,2022,2,regular,2022-09-10 16:00:00+00:00,Kansas State,Missouri,40,12,False,False,0.421875,60.0,60.0,21.4,36.4,15.7,8.1,26.0,18.3,584.68,715.36,28,52,1,-7.5,52.5,1.0
401405071,2022,2,regular,2022-09-10 16:00:00+00:00,Minnesota,Western Illinois,62,10,False,False,0.421875,60.0,0.0,16.0,23.5,8.6,,,,649.43,91.95,52,72,1,-41.0,56.5,1.0
401403879,2022,2,regular,2022-09-10 16:00:00+00:00,Vanderbilt,Wake Forest,25,45,False,False,0.421875,128.0,60.0,-4.7,29.9,33.4,8.2,43.3,35.2,629.76,575.42,-20,70,0,13.5,65.0,1.0
401411105,2022,2,regular,2022-09-10 16:00:00+00:00,Miami,Southern Miss,30,7,False,False,0.421875,60.0,-50.0,-2.7,24.4,28.9,-3.5,18.3,22.9,854.72,478.97,23,37,1,-27.5,50.5,1.0
401411106,2022,2,regular,2022-09-10 16:30:00+00:00,NC State,Charleston Southern,55,3,False,False,0.421875,92.80000000000001,0.0,6.8,20.4,15.3,,,,686.19,28.1,52,58,1,-45.5,55.0,1.0
401416597,2022,2,regular,2022-09-10 17:00:00+00:00,Central Michigan,South Alabama,24,38,False,False,0.421875,9.0,60.0,-14.0,19.0,32.2,10.8,26.8,17.4,384.48,466.34,-14,62,0,-6.0,57.5,1.0
401403982,2022,2,regular,2022-09-10 17:30:00+00:00,Utah,Southern Utah,73,7,False,False,0.421875,-9.0,0.0,19.2,37.3,17.3,,,,705.12,52.58,66,80,1,-45.5,58.5,1.0
401415614,2022,2,regular,2022-09-10 18:00:00+00:00,Temple,Lafayette,30,14,False,False,0.421875,-57.2,0.0,-12.9,16.3,28.6,,,,505.48,22.41,16,44,1,-13.5,39.5,1.0
401416594,2022,2,regular,2022-09-10 18:00:00+00:00,Ball State,Western Michigan,30,37,False,True,0.421875,-19.0,3.0,-14.9,16.0,30.1,-17.3,11.2,27.3,345.29,449.89,-7,67,0,6.5,51.5,1.0
401404125,2022,2,regular,2022-09-10 18:30:00+00:00,Notre Dame,Marshall,21,26,False,False,0.421875,29.0,60.0,10.3,30.5,21.4,3.0,15.7,11.4,866.48,455.3,-5,47,0,-20.5,48.0,1.0
401403977,2022,2,regular,2022-09-10 19:30:00+00:00,Air Force,Colorado,41,10,False,False,0.421875,60.0,-35.0,3.9,16.3,12.3,-20.4,24.0,45.0,0.0,616.28,31,51,1,-17.5,50.0,1.0
401426545,2022,2,regular,2022-09-10 19:30:00+00:00,Charlotte,Maryland,21,56,False,False,0.421875,-202.0,60.0,-16.4,24.0,39.2,11.2,33.8,24.2,487.24,680.22,-35,77,0,28.0,65.0,1.0
401403877,2022,2,regular,2022-09-10 19:30:00+00:00,Pittsburgh,Tennessee,27,34,False,False,0.421875,80.0,60.0,8.6,32.8,24.7,25.2,47.3,22.6,654.56,764.8,-7,61,0,6.0,62.5,1.0
401403984,2022,2,regular,2022-09-10 19:30:00+00:00,Wisconsin,Washington State,14,17,False,False,0.421875,60.0,50.0,8.3,25.7,17.1,9.5,25.1,16.7,744.44,570.94,-3,31,0,-17.5,49.0,1.0
401415617,2022,2,regular,2022-09-10 19:30:00+00:00,Navy,Memphis,13,37,False,True,0.421875,-75.0,-19.0,-7.2,18.2,24.4,6.8,37.0,31.8,0.0,533.26,-24,50,0,4.5,47.5,1.0
401411102,2022,2,regular,2022-09-10 19:30:00+00:00,Clemson,Furman,35,12,False,False,0.421875,90.0,0.0,17.6,34.9,18.5,,,,943.0,67.63,23,47,1,-45.5,51.5,1.0
401415619,2022,2,regular,2022-09-10 19:30:00+00:00,Cincinnati,Kennesaw State,63,10,False,False,0.421875,5.0,0.0,13.1,27.6,16.1,,,,650.89,22.69,53,73,1,,,
401403878,2022,2,regular,2022-09-10 19:30:00+00:00,Texas A&M,App State,14,17,False,False,0.421875,60.0,-50.0,9.1,25.4,16.6,1.7,32.9,29.8,947.3,456.66,-3,31,0,-18.0,54.0,1.0
401403872,2022,2,regular,2022-09-10 20:00:00+00:00,Georgia,Samford,33,0,False,False,0.421875,225.0,0.0,35.3,37.2,3.7,,,,989.76,100.34,33,33,1,-53.0,62.5,1.0
401403976,2022,2,regular,2022-09-10 20:00:00+00:00,California,UNLV,20,14,False,False,0.421875,60.0,60.0,-3.0,23.2,25.9,-11.9,20.8,34.1,653.31,368.29,6,34,1,-12.5,49.5,1.0
401404063,2022,2,regular,2022-09-10 20:00:00+00:00,Texas Tech,Houston,33,30,False,False,0.421875,60.0,92.80000000000001,8.5,38.5,30.5,4.5,42.5,37.7,660.31,629.12,3,63,1,-4.0,62.0,1.0
401404064,2022,2,regular,2022-09-10 20:00:00+00:00,Iowa,Iowa State,7,10,False,False,0.421875,50.0,60.0,12.7,16.0,5.1,5.3,17.7,10.6,681.98,590.43,-3,17,0,-3.5,39.0,1.0
